Id,Mid,BPM,base,speed,MusicJson,Musician,Acceleration,AniID,BridgeAniID
29603,100563,160,0.5,320,Je te veux,,,,
29701,100564,450,1,450,Etude Op.10 No.5,Chopin,,,
29702,100564,458,1,458,Etude Op.10 No.5,,,,
29703,100564,466,1,466,Etude Op.10 No.5,,,,
29801,100565,120,0.5,240,Sonatina Op.55 No.2 Mvt.2,Kuhlau,,,
29802,100565,128,0.5,256,Sonatina Op.55 No.2 Mvt.2,,,,
29803,100565,136,0.5,272,Sonatina Op.55 No.2 Mvt.2,,,,
29901,100566,140,0.5,280,Serenade No.13 K.525 Mvt.4,Mozart,,,
29902,100566,144,0.5,288,Serenade No.13 K.525 Mvt.4,,,,
29903,100566,148,0.5,296,Serenade No.13 K.525 Mvt.4,,,,
30001,100567,110,0.5,220,Waves Of The Ocean,Charles.D.Blake,,,
30002,100567,114,0.5,228,Waves Of The Ocean,,,,
30003,100567,118,0.5,236,Waves Of The Ocean,,,,
30101,100568,100,0.5,200,Zigeunerweisen Op.20,Pablo de Sarasate,,,
30102,100568,104,0.5,208,Zigeunerweisen Op.20,,,,
30103,100568,108,0.5,216,Zigeunerweisen Op.20,,,,
30201,100582,140,0.5,280,Sonatina in D Op.168 No.5,Diabelli,,,
30202,100582,148,0.5,296,Sonatina in D Op.168 No.5,,,,
30203,100582,156,0.5,312,Sonatina in D Op.168 No.5,,,,
30301,100583,180,0.5,360,Polish Dance Op.3 No.1,Franz Xaver Scharwenka,,,
30302,100583,188,0.5,376,Polish Dance Op.3 No.1,,,,
30303,100583,196,0.5,392,Polish Dance Op.3 No.1,,,,
30401,100584,110,0.5,220,The Turkish Patrol Op.83,Theodor Michaelis,,,
30402,100584,118,0.5,236,The Turkish Patrol Op.83,,,,
30403,100584,126,0.5,252,The Turkish Patrol Op.83,,,,
30501,100585,110,0.5,220,Souvenir de Porto Rico,Louis Moreau Gottschalk,,,
30502,100585,118,0.5,236,Souvenir de Porto Rico,,,,
30503,100585,126,0.5,252,Souvenir de Porto Rico,,,,
30601,100586,100,0.25,400,Minuetto,Francisco Tarrega,,,
30602,100586,101,0.25,404,Minuetto,,,,
30603,100586,102,0.25,408,Minuetto,,,,
30701,100587,150,0.5,300,Trumpet Concerto Mvt.3,Haydn,,,
30702,100587,158,0.5,316,Trumpet Concerto Mvt.3,,,,
30703,100587,166,0.5,332,Trumpet Concerto Mvt.3,,,,
30801,100588,100,0.25,400,Arrival of the Queen of Sheba,Handel,,,
30802,100588,101,0.25,404,Arrival of the Queen of Sheba,,,,
30803,100588,102,0.25,408,Arrival of the Queen of Sheba,,,,
30901,100589,190,0.5,380,Waltz Op.70 No.1,Chopin,,,
30902,100589,198,0.5,396,Waltz Op.70 No.1,,,,
30903,100589,206,0.5,412,Waltz Op.70 No.1,,,,
31001,100590,150,0.5,300,Polonaise Op.53,Chopin,,,
31002,100590,158,0.5,316,Polonaise Op.53,,,,
31003,100590,166,0.5,332,Polonaise Op.53,,,,
31101,100598,110,0.5,220,Piece in F Major K.33b,Mozart,,,
31102,100598,112,0.5,224,Piece in F Major K.33b,,,,
31103,100598,114,0.5,228,Piece in F Major K.33b,,,,
31201,100599,130,0.5,260,Rondo in D K.485,Mozart,,,
31202,100599,134,0.5,268,Rondo in D K.485,,,,
31203,100599,138,0.5,276,Rondo in D K.485,,,,
31301,100600,160,0.5,320,Menuet celebre Op.14 No.1,Ignacy Jan Paderewski,,,
31302,100600,164,0.5,328,Menuet celebre Op.14 No.1,,,,
31303,100600,168,0.5,336,Menuet celebre Op.14 No.1,,,,
31401,100601,140,0.5,280,Fairy Waltz,Carl Gottlieb Reissiger,,,
31402,100601,148,0.5,296,Fairy Waltz,,,,
31403,100601,156,0.5,312,Fairy Waltz,,,,
31501,100602,95,0.25,380,Sonata WoO 47 No.3 Mvt.1,Beethoven,,,
31502,100602,97,0.25,388,Sonata WoO 47 No.3 Mvt.1,,,,
31503,100602,99,0.25,396,Sonata WoO 47 No.3 Mvt.1,,,,
31601,100603,90,0.5,180,Nocturne in B Op.32 No.1,Chopin,,,
31602,100603,98,0.5,196,Nocturne in B Op.32 No.1,,,,
31603,100603,106,0.5,212,Nocturne in B Op.32 No.1,,,,
31701,100604,130,0.5,260,Sonatina in B flat Op.168 No.4,Diabelli,,,
31702,100604,138,0.5,276,Sonatina in B flat Op.168 No.4,,,,
31703,100604,146,0.5,292,Sonatina in B flat Op.168 No.4,,,,
31801,100605,90,0.25,360,Two Caprices No.2,Leonard Butler,,,
31802,100605,92,0.25,368,Two Caprices No.2,,,,
31803,100605,94,0.25,376,Two Caprices No.2,,,,
31901,100606,350,1,350,Fantaisies Op.16 No.1,Mendelssohn,,,
31902,100606,358,1,358,Fantaisies Op.16 No.1,,,,
31903,100606,366,1,366,Fantaisies Op.16 No.1,,,,
32001,100607,130,0.5,260,Colonel Bogey March,Kenneth Joseph Alford,,,
32002,100607,132,0.5,264,Colonel Bogey March,,,,
32003,100607,134,0.5,268,Colonel Bogey March,,,,
32101,100608,190,0.5,380,Etude Op.109 No.10,Friedrich Burgnlueller,,,
32102,100608,194,0.5,388,Etude Op.109 No.10,,,,
32103,100608,198,0.5,396,Etude Op.109 No.10,,,,
32201,100609,130,0.5,260,Pizzicato Polka Op.234,Johann Strauss II,,,
32202,100609,132,0.5,264,Pizzicato Polka Op.234,,,,
32203,100609,134,0.5,268,Pizzicato Polka Op.234,,,,
32301,100610,120,0.5,240,Old French Song Op.39 No.16,Tchaikovsky,,,
32302,100610,124,0.5,248,Old French Song Op.39 No.16,,,,
32303,100610,128,0.5,256,Old French Song Op.39 No.16,,,,
32401,100611,175,0.5,350,Valse Ballet,Erik Satie,,,
32402,100611,179,0.5,358,Valse Ballet,,,,
32403,100611,183,0.5,366,Valse Ballet,,,,
32501,100612,160,0.5,320,Bella Riva Op.87 - Mazurka,Joseph Schiffmacher,,,
32502,100612,164,0.5,328,Bella Riva Op.87 - Mazurka,,,,
32503,100612,168,0.5,336,Bella Riva Op.87 - Mazurka,,,,
32601,100625,110,0.5,220,Pastoral,Reinhold Gliere,,,
32602,100625,114,0.5,228,Pastoral,,,,
32603,100625,118,0.5,236,Pastoral,,,,
32701,100626,140,0.5,280,Pepita Polka Op.138,Johann Strauss II,,,
32702,100626,144,0.5,288,Pepita Polka Op.138,,,,
32703,100626,148,0.5,296,Pepita Polka Op.138,,,,
32801,100627,90,0.25,360,Gavotte1,Arcangelo Corelli,,,
32802,100627,92,0.25,368,Gavotte1,,,,
32803,100627,94,0.25,376,Gavotte1,,,,
32901,100628,110,0.5,220,Berceuse,Georges Delbruck,,,
32902,100628,114,0.5,228,Berceuse,,,,
32903,100628,118,0.5,236,Berceuse,,,,
33001,100629,90,0.25,360,The Chrysanthemum,Scott Joplin,,,
33002,100629,94,0.25,376,The Chrysanthemum,,,,
33003,100629,98,0.25,392,The Chrysanthemum,,,,
33101,100630,200,0.5,400,Hexentanz Op.17 No.2,Edward MacDowell,,,
33102,100630,201,0.5,402,Hexentanz Op.17 No.2,,,,
33103,100630,202,0.5,404,Hexentanz Op.17 No.2,,,,
33201,100631,130,0.5,260,Concerto Grosso Op.6 No.9 IV.Gavotte,Arcangelo Corelli,,,
33202,100631,134,0.5,268,Concerto Grosso Op.6 No.9 IV.Gavotte,,,,
33203,100631,138,0.5,276,Concerto Grosso Op.6 No.9 IV.Gavotte,,,,
33301,100632,160,0.5,320,L'enjouee Op.109 No.6,Friedrich Burgnlueller,,,
33302,100632,164,0.5,328,L'enjouee Op.109 No.6,,,,
33303,100632,168,0.5,336,L'enjouee Op.109 No.6,,,,
33401,100633,100,0.25,400,Quartet in C Major WoO 36 No.3,Beethoven,,,
33402,100633,101,0.25,404,Quartet in C Major WoO 36 No.3,,,,
33403,100633,102,0.25,408,Quartet in C Major WoO 36 No.3,,,,
33501,100651,180,0.5,360,Auf dem Wasser zu singen,Franz Liszt,,,
33502,100651,182,0.5,364,Auf dem Wasser zu singen,,,,
33503,100651,184,0.5,368,Auf dem Wasser zu singen,,,,
33601,100652,140,0.5,280,Bink's Waltz,Scott Joplin,,,
33602,100652,144,0.5,288,Bink's Waltz,,,,
33603,100652,148,0.5,296,Bink's Waltz,,,,
33701,100653,150,0.5,300,Danse Russe Op.68 No.4,Moszkowski,,,
33702,100653,154,0.5,308,Danse Russe Op.68 No.4,,,,
33703,100653,158,0.5,316,Danse Russe Op.68 No.4,,,,
33801,100654,110,0.5,220,Chanson De Matin Op.15 No.2,Edward Elgar,,,
33802,100654,114,0.5,228,Chanson De Matin Op.15 No.2,,,,
33803,100654,118,0.5,236,Chanson De Matin Op.15 No.2,,,,
33901,100655,120,0.5,240,Battle Of Waterloo,Anderson Gilman,,,
33902,100655,122,0.5,244,Battle Of Waterloo,,,,
33903,100655,124,0.5,248,Battle Of Waterloo,,,,
34001,100656,110,0.5,220,Concerto Grosso Op.6 No.9 Allemanda,Arcangelo Corelli,,,
34002,100656,114,0.5,228,Concerto Grosso Op.6 No.9 Allemanda,,,,
34003,100656,118,0.5,236,Concerto Grosso Op.6 No.9 Allemanda,,,,
34101,100657,100,0.5,200,Sonate No.5 Mvt.1,Baldassare Galuppi,,,
34102,100657,102,0.5,204,Sonate No.5 Mvt.1,,,,
34103,100657,104,0.5,208,Sonate No.5 Mvt.1,,,,
34201,100658,300,1,300,Sonata No.13 D.664 Mvt.3,Schubert,,,
34202,100658,308,1,308,Sonata No.13 D.664 Mvt.3,,,,
34203,100658,316,1,316,Sonata No.13 D.664 Mvt.3,,,,
34301,100659,170,0.5,340,Allemande in A Major WoO 81,Beethoven,,,
34302,100659,174,0.5,348,Allemande in A Major WoO 81,,,,
34303,100659,178,0.5,356,Allemande in A Major WoO 81,,,,
34401,100675,100,0.5,200,My Heart At Thy Sweet Voice,Saint-Seans,,,
34402,100675,104,0.5,208,My Heart At Thy Sweet Voice,,,,
34403,100675,108,0.5,216,My Heart At Thy Sweet Voice,,,,
34501,100676,180,0.5,360,7 Landler WoO 11 No.7,Beethoven,,,
34502,100676,184,0.5,368,7 Landler WoO 11 No.7,,,,
34503,100676,188,0.5,376,7 Landler WoO 11 No.7,,,,
34601,100677,130,0.5,260,Slavonic Dances Op.46 No.7,Antonin Dvorak,,,
34602,100677,134,0.5,268,Slavonic Dances Op.46 No.7,,,,
34603,100677,138,0.5,276,Slavonic Dances Op.46 No.7,,,,
34701,100678,120,0.5,240,Morceau de Salon Op.55 No.2,Carl Bohm,,,
34702,100678,122,0.5,244,Morceau de Salon Op.55 No.2,,,,
34703,100678,124,0.5,248,Morceau de Salon Op.55 No.2,,,,
34801,100679,90,0.25,360,La Jongleuse Op.52 No.4,Moszkowski,,,
34802,100679,92,0.25,368,La Jongleuse Op.52 No.4,,,,
34803,100679,94,0.25,376,La Jongleuse Op.52 No.4,,,,
34901,100680,170,0.5,340,7 Landler WoO 11 No.2,Beethoven,,,
34902,100680,174,0.5,348,7 Landler WoO 11 No.2,,,,
34903,100680,178,0.5,356,7 Landler WoO 11 No.2,,,,
35001,100691,170,0.5,340,Auf der Jagd Op.373,Johann Strauss II,,,
35002,100691,172,0.5,344,Auf der Jagd Op.373,,,,
35003,100691,174,0.5,348,Auf der Jagd Op.373,,,,
35101,100692,140,0.5,280,7 Landler WoO 11 No.6,Beethoven,,,
35102,100692,144,0.5,288,7 Landler WoO 11 No.6,,,,
35103,100692,148,0.5,296,7 Landler WoO 11 No.6,,,,
35201,100693,110,0.5,220,Beliebte Annen-Polka Op.137,Johann Strauss,,,
35202,100693,114,0.5,228,Beliebte Annen-Polka Op.137,,,,
35203,100693,118,0.5,236,Beliebte Annen-Polka Op.137,,,,
35301,100694,300,1,300,The Music Box Op.32,Anatoly Lyadov,,,
35302,100694,304,1,304,The Music Box Op.32,,,,
35303,100694,308,1,308,The Music Box Op.32,,,,
35401,100695,120,0.5,240,Chanson Boheme From Carmen,Moszkowski,,,
35402,100695,122,0.5,244,Chanson Boheme From Carmen,,,,
35403,100695,124,0.5,248,Chanson Boheme From Carmen,,,,
35501,100696,95,0.25,380,Rondo in A Major WoO 49,Beethoven,,,
35502,100696,97,0.25,388,Rondo in A Major WoO 49,,,,
35503,100696,99,0.25,396,Rondo in A Major WoO 49,,,,
35601,100718,60,0.25,240,3 Polkas de salon Op.7 No.3,Bedrich Smetana,,,
35602,100718,62,0.25,248,3 Polkas de salon Op.7 No.3,,,,
35603,100718,64,0.25,256,3 Polkas de salon Op.7 No.3,,,,
35701,100719,90,0.5,180,Polka in D minor,Mikhail Glinka,,,
35702,100719,94,0.5,188,Polka in D minor,,,,
35703,100719,98,0.5,196,Polka in D minor,,,,
35801,100720,85,0.25,340,Sonatina in G Op.144,Grenville Dean Wilson,,,
35802,100720,89,0.25,356,Sonatina in G Op.144,,,,
35803,100720,94,0.25,376,Sonatina in G Op.144,,,,
35901,100721,76,0.25,304,Rakoczy March,Berlioz,,,
35902,100721,78,0.25,312,Rakoczy March,,,,
35903,100721,80,0.25,320,Rakoczy March,,,,
36001,100722,94,0.25,376,Sonata in C major KV 545-3,Mozart,,,
36002,100722,96,0.25,384,Sonata in C major KV 545-3,,,,
36003,100722,98,0.25,392,Sonata in C major KV 545-3,,,,
36101,100723,160,0.5,320,Schattentanz,G.Meyerbeer,,,
36102,100723,168,0.5,336,Schattentanz,,,,
36103,100723,176,0.5,352,Schattentanz,,,,
36201,100724,87,0.25,348,Cantate BWV 68-2,J.S. Bach,,,
36202,100724,89,0.25,356,Cantate BWV 68-2,,,,
36203,100724,91,0.25,364,Cantate BWV 68-2,,,,
36301,100725,120,0.5,240,Standchen von Shakespeare,Franz Liszt,,,
36302,100725,125,0.5,250,Standchen von Shakespeare,,,,
36303,100725,130,0.5,260,Standchen von Shakespeare,,,,
36401,100726,60,0.125,480,Rondo Brillante Op.62,Weber,,,
36402,100726,62,0.125,496,Rondo Brillante Op.62,,,,
36403,100726,64,0.125,512,Rondo Brillante Op.62,,,,
36501,100727,220,1,220,King Cotton,Sousa,,,
36502,100727,228,1,228,King Cotton,,,,
36503,100727,236,1,236,King Cotton,,,,
36601,100728,62,0.25,248,Ecossaise D.735,Schubert,,,
36602,100728,64,0.25,256,Ecossaise D.735,,,,
36603,100728,66,0.25,264,Ecossaise D.735,,,,
36701,100729,120,0.5,240,Sonata Op.1 No.3-2,Baldassare Galuppi,,,
36702,100729,125,0.5,250,Sonata Op.1 No.3-2,,,,
36703,100729,130,0.5,260,Sonata Op.1 No.3-2,,,,
36801,100730,200,1,200,Bagatelles Op.126 No.5,Beethoven,,,
36802,100730,208,1,208,Bagatelles Op.126 No.5,,,,
36803,100730,216,1,216,Bagatelles Op.126 No.5,,,,
36901,100731,110,0.5,220,Polka in A major JB157,Bedrich Smetana,,,
36902,100731,115,0.5,230,Polka in A major JB157,,,,
36903,100731,120,0.5,240,Polka in A major JB157,,,,
37001,100732,120,0.5,240,Concerto Grosso No.9 in F major,Arcangelo Corelli,,,
37002,100732,124,0.5,248,Concerto Grosso No.9 in F major,,,,
37003,100732,128,0.5,256,Concerto Grosso No.9 in F major,,,,
37101,100733,56,0.25,224,Harpsichord Sonata in A major,Baldassare Galuppi,,,
37102,100733,58,0.25,232,Harpsichord Sonata in A major,,,,
37103,100733,60,0.25,240,Harpsichord Sonata in A major,,,,
37201,100734,70,0.25,280,Galop D.735,Schubert,,,
37202,100734,72,0.25,288,Galop D.735,,,,
37203,100734,74,0.25,296,Galop D.735,,,,
37301,100735,75,0.25,300,Hungarian Dance No.3,Johannes Brahms,,,
37302,100735,77,0.25,308,Hungarian Dance No.3,,,,
37303,100735,79,0.25,316,Hungarian Dance No.3,,,,
37401,100751,92,0.5,184,Winter is not cold,Clack Chen,,,
37402,100751,94,0.5,188,Winter is not cold,,,,
37403,100751,96,0.5,192,Winter is not cold,,,,
37501,100752,73,0.25,292,Galuppi Sonata,Beethoven,,,
37502,100752,75,0.25,300,Galuppi Sonata,,,,
37503,100752,77,0.25,308,Galuppi Sonata,,,,
37601,100753,108,0.5,216,Bagatelles Op.119 No.4,Beethoven,,,
37602,100753,110,0.5,220,Bagatelles Op.119 No.4,,,,
37603,100753,112,0.5,224,Bagatelles Op.119 No.4,,,,
37701,100754,90,0.25,360,Lied ohne Worte Op.30 No.3,Mendelssohn,,,
37702,100754,92,0.25,368,Lied ohne Worte Op.30 No.3,,,,
37703,100754,94,0.25,376,Lied ohne Worte Op.30 No.3,,,,
37801,100755,105,0.5,210,Four Pieces Op.68 No.4,Moszkowski,,,
37802,100755,109,0.5,218,Four Pieces Op.68 No.4,,,,
37803,100755,113,0.5,226,Four Pieces Op.68 No.4,,,,
37901,100756,108,0.25,432,Bagatelles Op.33 II,Beethoven,,,
37902,100756,110,0.25,440,Bagatelles Op.33 II,,,,
37903,100756,112,0.25,448,Bagatelles Op.33 II,,,,
38001,100768,95,0.5,190,Romance Op.5,Tchaikovsky,,,
38002,100768,98,0.5,196,Romance Op.5,,,,
38003,100768,101,0.5,202,Romance Op.5,,,,
38101,100769,120,0.5,240,Ancient eighteenth century,Clack Chen,,,
38102,100769,124,0.5,248,Ancient eighteenth century,,,,
38103,100769,128,0.5,256,Ancient eighteenth century,,,,
38201,100770,110,0.5,220,Morceau de Salon Op.55 No.1,Carl Bohm,,,
38202,100770,114,0.5,228,Morceau de Salon Op.55 No.1,,,,
38203,100770,118,0.5,236,Morceau de Salon Op.55 No.1,,,,
38301,100776,122,0.5,244,Bagpipe Waltz,Giacomo Puccini,,,
38302,100776,124,0.5,248,Bagpipe Waltz,,,,
38303,100776,126,0.5,252,Bagpipe Waltz,,,,
38401,100777,140,0.5,280,Serenade num.1,R. Dellinger,,,
38402,100777,144,0.5,288,Serenade num.1,,,,
38403,100777,148,0.5,296,Serenade num.1,,,,
38501,100778,87,0.25,348,Bagatelles Op.33 IV,Beethoven,,,
38502,100778,89,0.25,356,Bagatelles Op.33 IV,,,,
38503,100778,91,0.25,364,Bagatelles Op.33 IV,,,,
38601,100779,73,0.25,292,Souvenir Op.4 No.3,Bedrich Smetana,,,
38602,100779,75,0.25,300,Souvenir Op.4 No.3,,,,
38603,100779,77,0.25,308,Souvenir Op.4 No.3,,,,
38701,100780,78,0.25,312,Rondo,Jacques Offenbach,,,
38702,100780,80,0.25,320,Rondo,,,,
38703,100780,82,0.25,328,Rondo,,,,
38801,100781,100,0.25,400,Bacon song,Johann Strauss II,,,
38802,100781,102,0.25,408,Bacon song,,,,
38803,100781,104,0.25,416,Bacon song,,,,
38901,100785,80,0.25,320,Bagatelles Op.33. III Allegretto,Beethoven ,,,
38902,100785,82,0.25,328,Bagatelles Op.33. III Allegretto,Beethoven ,,,
38903,100785,84,0.25,336,Bagatelles Op.33. III Allegretto,Beethoven ,,,
39001,100786,240,1,240,3 Poetic Polkas Op.8 No.1,Bedrich Smetana,,,
39002,100786,244,1,244,3 Poetic Polkas Op.8 No.1,Bedrich Smetana,,,
39003,100786,248,1,248,3 Poetic Polkas Op.8 No.1,Bedrich Smetana,,,
39101,100787,103,0.5,206,Andante in G minor. BWV 969,J.S.Bach,,,
39102,100787,105,0.5,210,Andante in G minor. BWV 969,J.S.Bach,,,
39103,100787,107,0.5,214,Andante in G minor. BWV 969,J.S.Bach,,,
40001,200004,125,0.5,216,Trial,Light Your Fire,,,
40002,200004,130,0.5,220,Trial,,,,
40003,200004,135,0.5,230,Trial,,,,
40101,200001,125,0.5,216,Light Your Fire,Shaun Gibson,,1024001,2048001
40102,200001,130,0.5,220,Light Your Fire,,,1024002,2048002
40103,200001,135,0.5,230,Light Your Fire,,,1024008,
40201,200002,140,0.5,280,Manual of Youth,TFBOYS,,,
40202,200002,142,0.5,284,Manual of Youth,,,,
40203,200002,144,0.5,288,Manual of Youth,,,,
40301,200003,150,0.5,280,SLAMDUNK,Die For You,,,
40302,200003,152,0.5,290,SLAMDUNK,,,,
40303,200003,155,0.5,300,SLAMDUNK,,,,
900101,400001,145,0.5,290,PLANET,爆火网络神曲,,,
900102,400001,150,0.5,300,PLANET,,,,
900103,400001,155,0.5,310,PLANET,,,,
900201,400002,90,0.25,360,Half Moon Serenade,李克勤,,,
900202,400002,92,0.25,368,Half Moon Serenade,,,,
900203,400002,95,0.25,380,Half Moon Serenade,,,,
900301,400003,90,0.25,360,The Wind Rises,爆火网络神曲,,,
900302,400003,92,0.25,368,The Wind Rises,,,,
900303,400003,95,0.25,380,The Wind Rises,,,,
900401,400004,85,0.25,340,Take Me To Your Heart,张学友,,,
900402,400004,87,0.25,348,Take Me To Your Heart,,,,
900403,400004,90,0.25,360,Take Me To Your Heart,,,,
900501,400005,105,0.25,420,PANAMA,爆火网络神曲,,,
900502,400005,110,0.25,440,PANAMA,,,,
900503,400005,120,0.25,480,PANAMA,,,,
900601,400006,135,0.5,270,Get Rid Of Blues,毛不易,,,
900602,400006,140,0.5,280,Get Rid Of Blues,,,,
900603,400006,145,0.5,290,Get Rid Of Blues,,,,
900701,400007,107,0.5,250,Cold Love,张碧晨、杨宗纬,,,
900702,400007,112,0.5,260,Cold Love,,,,
900703,400007,117,0.5,270,Cold Love,,,,
900801,400008,90,0.25,250,That Girl,爆火网络神曲,,,
900802,400008,92,0.25,260,That Girl,,,,
900803,400008,95,0.25,270,That Girl,,,,
900901,400009,145,0.5,290,Fleet of Time,王菲,,,
900902,400009,150,0.5,300,Fleet of Time,,,,
900903,400009,155,0.5,310,Fleet of Time,,,,
901001,400010,65,0.25,260,Fur Elise,经典钢琴曲,,,
901002,400010,67,0.25,268,Fur Elise,,,,
901003,400010,70,0.25,280,Fur Elise,,,,
901101,400011,57,0.25,228,Melody of the Night No.5,经典钢琴曲,,,
901102,400011,58,0.25,232,Melody of the Night No.5,,,,
901103,400011,59,0.25,236,Melody of the Night No.5,,,,
901201,400012,150,0.5,300,Wedding March,经典钢琴曲,,,
901202,400012,160,0.5,320,Wedding March,,,,
901203,400012,170,0.5,340,Wedding March,,,,
901301,400013,180,0.5,360,The Seasons Op.37,经典钢琴曲,,,
901302,400013,185,0.5,370,The Seasons Op.37,,,,
901303,400013,189,0.5,378,The Seasons Op.37,,,,
901401,400014,75,0.25,320,Now It's Time,JC,,,
901402,400014,77,0.25,340,Now It's Time,,,,
901403,400014,80,0.25,360,Now It's Time,,,,
901501,400015,145,0.5,290,Breakaway,金志文,,,
901502,400015,150,0.5,300,Breakaway,,,,
901503,400015,155,0.5,310,Breakaway,,,,
901601,400016,70,0.25,280,Ten Years,陈奕迅,,,
901602,400016,72,0.25,288,Ten Years,,,,
901603,400016,75,0.25,300,Ten Years,,,,
901701,400017,70,0.25,210,Fairy Tale,光良,,,
901702,400017,72,0.25,220,Fairy Tale,,,,
901703,400017,74,0.25,230,Fairy Tale,,,,
901801,400018,105,0.5,210,Dignity,于文文,,,
901802,400018,110,0.5,220,Dignity,,,,
901803,400018,115,0.5,230,Dignity,,,,
901901,400019,110,0.5,220,Little Luck,田馥甄,,,
901902,400019,115,0.5,230,Little Luck,,,,
901903,400019,120,0.5,240,Little Luck,,,,
902001,400020,130,0.5,240,A Liar Of Love,爆火网络神曲,,,
902002,400020,135,0.5,250,A Liar Of Love,,,,
902003,400020,140,0.5,260,A Liar Of Love,,,,
902101,400021,135,0.5,270,Havana,爆火网络神曲,,,
902102,400021,140,0.5,280,Havana,,,,
902103,400021,145,0.5,290,Havana,,,,
902201,400022,100,0.5,200,Romance De Amor,经典钢琴曲,,,
902202,400022,105,0.5,210,Romance De Amor,,,,
902203,400022,110,0.5,220,Romance De Amor,,,,
902301,400023,110,0.25,440,Flight of the Bumblebee,经典钢琴曲,,,
902302,400023,113,0.25,452,Flight of the Bumblebee,,,,
902303,400023,116,0.25,464,Flight of the Bumblebee,,,,
902401,400024,140,0.5,280,Espana Cani,经典钢琴曲,,,
902402,400024,150,0.5,300,Espana Cani,,,,
902403,400024,160,0.5,320,Espana Cani,,,,
902501,400025,113,0.25,452,Sonata Pathetique Mvt.3,经典钢琴曲,,,
902502,400025,114,0.25,456,Sonata Pathetique Mvt.3,,,,
902503,400025,115,0.25,460,Sonata Pathetique Mvt.3,,,,
902601,400026,72,0.25,272,Mundane World,《扶摇》插曲,,,
902602,400026,75,0.25,288,Mundane World,,,,
902603,400026,80,0.25,300,Mundane World,,,,
902701,400027,88,0.25,352,Summer,久石让,,,
902702,400027,92,0.25,368,Summer,,,,
902703,400027,95,0.25,380,Summer,,,,
902801,400028,88,0.25,260,If Only,林俊杰,,,
902802,400028,92,0.25,280,If Only,,,,
902803,400028,95,0.25,300,If Only,,,,
902901,400029,55,0.25,360,Lake Baikal,李健,,,
902902,400029,57,0.25,368,Lake Baikal,,,,
902903,400029,60,0.25,380,Lake Baikal,,,,
903001,400030,85,0.25,340,Answer,《答案》,,,
903002,400030,87,0.25,348,Answer,,,,
903003,400030,90,0.25,360,Answer,,,,
903101,400031,90,0.25,210,Then,刘若英,,,
903102,400031,92,0.5,220,Then,,,,
903103,400031,94,0.5,230,Then,,,,
903201,400032,130,0.5,260,Golden Snake Dance,聂耳,,,
903202,400032,134,0.5,268,Golden Snake Dance,,,,
903203,400032,138,0.5,276,Golden Snake Dance,,,,
903301,400033,115,0.25,460,Defend the Yellow River,冼星海,,,
903302,400033,220,0.5,440,Defend the Yellow River,,,,
903303,400033,232,0.5,464,Defend the Yellow River,,,,
903401,400034,80,0.25,250,If You,BIGBANG,,,
903402,400034,82,0.25,260,If You,,,,
903403,400034,85,0.25,270,If You,,,,
903501,400035,70,0.25,280,When,《还珠格格》主题曲,,,
903502,400035,72,0.25,288,When,,,,
903503,400035,75,0.25,300,When,,,,
903601,400036,100,0.5,200,Tears,白日梦,,,
903602,400036,100,0.5,200,Tears,,,,
903603,400036,100,0.5,200,Tears,,,,
903701,400037,100,0.5,200,"Wind,leave",陈黑黑,,,
903702,400037,104,0.5,208,"Wind,leave",,,,
903703,400037,108,0.5,216,"Wind,leave",,,,
903801,400038,128,0.5,256,Maiden of the Buddha,冯提莫,,,
903802,400038,130,0.5,260,Maiden of the Buddha,,,,
903803,400038,135,0.5,270,Maiden of the Buddha,,,,
903901,400039,235,1,235,Exist,汪峰,,,
903902,400039,237,1,237,Exist,,,,
903903,400039,240,1,240,Exist,,,,
904001,400040,127,0.5,254,Star dreams,刘加澳,,,
904002,400040,129,0.5,258,Star dreams,,,,
904003,400040,131,0.5,262,Star dreams,,,,
904101,400041,150,0.5,300,Serenade Op.19 No.2,舒伯特,,,
904102,400041,158,0.5,316,Serenade Op.19 No.3,,,,
904103,400041,166,0.5,332,Serenade Op.19 No.4,,,,
905501,400055,68,0.25,300,Bubbles,邓紫棋,,,
905502,400055,72,0.25,316,Bubbles,,,,
905503,400055,76,0.25,332,Bubbles,,,,
905601,400056,70,0.25,316,A Spray of Plum Blossoms,费玉清,,,
905602,400056,72,0.25,316,A Spray of Plum Blossoms,,,,
905603,400056,76,0.25,332,A Spray of Plum Blossoms,,,,
904801,400048,85,0.25,340,Nessun Dorma,贾科莫·普契尼,,,
904802,400048,87,0.25,348,Nessun Dorma,,,,
904803,400048,89,0.25,356,Nessun Dorma,,,,
904401,400044,130,0.5,260,The Truth That You Leave,高至豪,,,
904402,400044,130,0.5,260,The Truth That You Leave,,,,
904403,400044,130,0.5,260,The Truth That You Leave,,,,
905701,400057,95,0.5,190,Us and Them,五月天,,,
905702,400057,100,0.5,200,Us and Them,,,,
905703,400057,105,0.5,210,Us and Them,,,,
905801,400058,60,0.25,240,Butterfly Love,何占豪、陈钢,,,
905802,400058,62,0.25,248,Butterfly Love,,,,
905803,400058,65,0.25,260,Butterfly Love,,,,
905901,400059,120,0.5,240,Traceless Star,刘加澳,,,
905902,400059,124,0.5,248,Traceless Star,,,,
905903,400059,128,0.5,256,Traceless Star,,,,
906001,400060,145,0.5,290,Stay With Each Other,邓紫棋,,,
