Id,Mid,Type,Lock,NeedLv,NeedGold,NeedDiamond,NeedCrow,NeedCrow2,Musiclevel,RewarID,LocalMusicVer,Recommend,MusicCard,FavoriteRate,Playmark,Stylelabel,Fallingrate,TID,,GoldenSong,MusicTime,HomeOrder,VipMusicVersion,VipCn,MusicJson,Musician
9038,400038,19,13,1,,50,,,1,2002,,,,0,,,,,,,,,,,Maiden of the Buddha,冯提莫
9039,400039,19,13,1,,40,,,1,2002,,,,0,,,,,,,,,,,Exist,汪峰
9040,400040,19,13,1,,15,,,1,2002,,,,0,,,,,,,,,,,Star dreams,刘加澳
9041,400041,19,13,1,,15,,,1,2002,,,,0,,,,,,,,,,,Serenade Op.19 No.2,舒伯特
9055,400055,19,13,1,,50,,,1,2002,,,,0,,,,,,,,,,,Bubbles,邓紫棋
9056,400056,19,13,1,,40,,,1,2002,,,,0,,,,,,,,,,,A Spray of Plum Blossoms,费玉清
9048,400048,19,13,1,,25,,,1,2002,,,,0,,,,,,,,,,,Nessun Dorma,贾科莫·普契尼
9044,400044,19,13,1,,25,,,1,2002,,,,0,,,,,,,,,,,The Truth That You Leave,高至豪
9057,400057,19,13,1,,60,,,1,2002,,,,0,,,,,,,,,,,Us and Them,后来的我们 五月天
9058,400058,19,13,1,,40,,,1,2002,,,,0,,,,,,,,,,,Butterfly Love,梁祝
9059,400059,19,13,1,,24,,,1,2002,,,,0,,,,,,,,,,,Traceless Star,星无痕
9060,400060,19,13,1,,50,,,1,2002,,,,0,,,,,,,,,,,Stay With Each Other,多远都要在一起
9061,400061,19,13,1,,40,,,1,2002,,,,0,,,,,,,,,,,Butterfly,Butterfly
9062,400062,19,13,1,,25,,,1,2002,,,,0,,,,,,,,,,,Christmas Rhapsody,侯湃改编
9063,400063,19,13,1,,25,,,1,2002,,,,0,,,,,,,,,,,Jingle Bells Christmas Edition,魏琮霏改编
9064,400064,19,13,1,,25,,,1,2002,,,,0,,,,,,,,,,,Forest Of Blocks,魏琮霏
9065,400065,19,13,1,,25,,,1,2002,,,,0,,,,,,,,,,,Little Star Try,小星星试玩
